Claims_revived,Claims_declined,Insurer_Encoded,Quarter,Reliability_Label_Encoded
-0.5782749708592642,0.6668080826845382,-1.3726820112252411,-0.621783367780644,1.107806262184504
-0.5782749708592642,-0.2069191402881424,-1.324614646876203,-0.621783367780644,-1.258918122971666
-0.5585230676188722,-0.2069191402881424,-1.2765472825271647,-0.621783367780644,-1.258918122971666
-0.5776577238830019,-0.2069191402881424,-1.2284799181781265,-0.621783367780644,-1.258918122971666
-0.5782749708592642,-0.2069191402881424,-1.1804125538290884,-0.621783367780644,-1.258918122971666
0.48462432226432833,-0.2069191402881424,-1.0362104607819738,-0.621783367780644,0.31889813379911397
-0.5616093025001834,-0.2069191402881424,-0.9400757320838974,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-0.843941003385821,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-0.6997389103387065,-0.621783367780644,1.896714390569894
-0.5782749708592642,-0.2069191402881424,-0.6516715459896683,-0.621783367780644,0.31889813379911397
-0.3147105119952839,-0.2069191402881424,-0.6036041816406301,-0.621783367780644,1.896714390569894
1.714180298978728,-0.2069191402881424,-0.5555368172915919,-0.621783367780644,-1.258918122971666
-0.5782749708592642,0.09171809412634804,-0.5074694529425537,-0.621783367780644,-1.258918122971666
-0.5782749708592642,-0.2069191402881424,-0.3632673598954392,-0.621783367780644,0.31889813379911397
-0.4035940765770477,-0.1983866478762998,1.2710230279718593,-0.621783367780644,-1.258918122971666
-0.5782749708592642,-0.2069191402881424,-0.21906526684832459,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-0.12293053815024821,-0.621783367780644,-1.258918122971666
-0.5628437964527079,-0.2069191402881424,-0.07486317380121002,-0.621783367780644,0.31889813379911397
-0.5375366704259557,-0.2069191402881424,-0.026795809452171828,-0.621783367780644,1.107806262184504
-0.5782749708592642,-0.2069191402881424,0.16547364794398092,-0.621783367780644,-1.258918122971666
-0.515933026256777,-0.18473466001735167,0.2135410122930191,-0.621783367780644,1.896714390569894
-0.5782749708592642,4.422811242377644,0.3577431053401337,-0.621783367780644,1.107806262184504
-0.5677817722628059,-0.2069191402881424,0.4538778340382101,-0.621783367780644,-1.258918122971666
-0.5751887359779528,-0.2069191402881424,0.5980799270853246,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.1983866478762998,0.7422820201324392,-0.621783367780644,0.31889813379911397
-0.4745774788472063,-0.2069191402881424,0.7903493844814774,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.20179964484103685,0.8864841131795538,-0.621783367780644,-1.258918122971666
-0.4702567500133706,0.34769286648162556,0.9826188418776302,-0.621783367780644,-0.47000999458627596
-0.20977852603070157,0.3801163376466274,1.0306862062266684,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.1864411584997202,1.174888299273783,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,1.2229556636228212,-0.621783367780644,0.31889813379911397
-0.5782749708592642,-0.15231118885234987,1.3671577566699358,-0.621783367780644,1.107806262184504
-0.5776577238830019,-0.13865920099340173,1.415225121018974,-0.621783367780644,-0.47000999458627596
-0.5758059829542151,-0.2069191402881424,1.463292485368012,-0.621783367780644,0.31889813379911397
-0.5264262248532352,-0.15401768733471838,0.694214655783401,-0.621783367780644,-1.258918122971666
-0.5782749708592642,-0.2069191402881424,1.5594272140660885,-0.621783367780644,1.896714390569894
-0.5764232299304773,0.6070806358016401,-1.3726820112252411,0.29753305684815956,-0.47000999458627596
-0.36223852916747706,-0.2069191402881424,-1.324614646876203,0.29753305684815956,0.31889813379911397
-0.3492763426659698,-0.2069191402881424,-1.2765472825271647,0.29753305684815956,-1.258918122971666
-0.5461781280936272,-0.2069191402881424,-1.2284799181781265,0.29753305684815956,0.31889813379911397
4.03132544786721,-0.2069191402881424,-1.1804125538290884,0.29753305684815956,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-1.0362104607819738,0.29753305684815956,-0.47000999458627596
0.7630027085586025,-0.2069191402881424,-0.843941003385821,0.29753305684815956,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-0.6997389103387065,0.29753305684815956,1.896714390569894
-0.5782749708592642,-0.2069191402881424,-0.6516715459896683,0.29753305684815956,-1.258918122971666
0.30870893402958743,-0.2069191402881424,-0.6036041816406301,0.29753305684815956,0.31889813379911397
-0.5782749708592642,-0.2069191402881424,-0.5555368172915919,0.29753305684815956,-1.258918122971666
-0.5239572369481862,0.1497390425268776,-0.5074694529425537,0.29753305684815956,-1.258918122971666
0.4537619734512159,-0.2069191402881424,-0.3632673598954392,0.29753305684815956,0.31889813379911397
3.059161460254168,-0.10794222831076843,1.2710230279718593,0.29753305684815956,0.31889813379911397
2.9807710942688623,-0.2069191402881424,-0.21906526684832459,0.29753305684815956,0.31889813379911397
-0.30668630130387464,-0.20350614332340536,-0.12293053815024821,0.29753305684815956,-1.258918122971666
-0.48630517139618906,-0.2069191402881424,-0.07486317380121002,0.29753305684815956,0.31889813379911397
